ID,COUNTY,TSZ,Special_Event_a,EventTransitBias,TripLengthBias,Orig_DriveTime,New_DriveTime,Time_Difference,OBJECTID,ITSZ05,DIST05,TSZ00,COUNTY_CODE,X_COORD,minCT,Land_Area,Model_Area,DART,FWTA,MPA,External,TSZ05,ACRES,Y_COORD,maxCT,JUR57,DIST66,TAD,Total_Area,TRACT,DIst30,Dist Name,Districts,District_Name,TAP00,LEN,SHAPE_area,SHAPE_len,RAA,City,Water_Area,DCTA,Airport,AREATP07,ATZONE,SHUTTLE,Hotel_Rooms,Hotel_Flag,Room_VL,Room_L,Room_M,Room_S,Hotel_Occupancy_Share,Business_meal_p,Business_business_p,Business_other_p,Business_nonhotel_p,Leisure_meal_p,Leisure_business_p,Leisure_other_p,Leisure_nonhotel_p,Business_meal_a,Business_business_a,Business_other_a,Business_nonhotel_a,Leisure_meal_a,Leisure_business_a,Leisure_other_a,Leisure_nonhotel_a,SERVICE,business_a,leisure_a,Total_a,NonCBD_Mask,Total_Business_p,Total_Leisure_p,Special_Event_p,Special_Event_PKOP,NormalParkingCost,Backup_NormalParkingCost,EventParkingCost,Dallas_CBD,Final_Org,Median_HH_Income
5199,Kaufman                       ,18084,0,0,0,0,0,0,6342,18084,257008                        ,18082                         ,25782                         ,2.6701e+006,513,0,0,0,0,0,0,18084                         ,27417.9,6.82683e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.19432e+009,216950,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,Kaufman                       ,47003,0,0,0,0,0,0,0,18073,257008                        ,18069                         ,25769                         ,2.64578e+006,0,0,0,0,0,0,0,18073                         ,0,6.86419e+006,0,0,0,0,0,0512.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,608,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,External                      ,21042,0,0,0,10.5731,0,0,0,0,       l                      ,       l                      ,       l                      ,2.66605e+006,0,0,0,0,0,0,1,       l                      ,0,6.81865e+006,0,0,0,0,0,                              ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,942,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,Kaufman                       ,18080,0,0,0,9.71358,0,0,6259,18080,257009                        ,18079                         ,25779                         ,2.67704e+006,513,0,0,0,0,0,0,18080                         ,3186.38,6.85046e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.38799e+008,65289.4,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,Kaufman                       ,18081,0,0,0,9.81243,0,0,6297,18081,257008                        ,18080                         ,25780                         ,2.68198e+006,513,0,0,0,0,0,0,18081                         ,9319.97,6.83124e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,4.05978e+008,177205,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,Kaufman                       ,18074,0,0,0,7.217,0,0,6017,18074,257009                        ,18074                         ,25774                         ,2.66522e+006,512,0,0,0,0,0,0,18074                         ,40300.1,6.8764e+006,0,0,0,0,0,0512.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.75547e+009,198084,608,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,Kaufman                       ,47008,0,0,0,0,0,0,0,18074,257009                        ,18074                         ,25774                         ,2.68961e+006,0,0,0,0,0,0,0,18074                         ,0,6.86748e+006,0,0,0,0,0,0512.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,608,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,Kaufman                       ,18083,0,0,0,10.8415,0,0,6294,18083,257009                        ,18081                         ,25781                         ,2.69735e+006,513,0,0,0,0,0,0,18083                         ,10619.9,6.84063e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,4.62604e+008,119168,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,Kaufman                       ,18085,0,0,0,0,0,0,6396,18085,257008                        ,18086                         ,25786                         ,2.70103e+006,513,0,0,0,0,0,0,18085                         ,1732.81,6.82424e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,7.54813e+007,46743.4,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,Kaufman                       ,18069,0,0,0,8.04351,0,0,5895,18069,257005                        ,18068                         ,25768                         ,2.65212e+006,511,0,0,0,0,0,0,18069                         ,2815.1,6.89835e+006,0,0,0,0,0,0511.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.22626e+008,49257.3,607,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,Kaufman                       ,47007,0,0,0,0,0,0,0,18063,257006                        ,18044                         ,25744                         ,2.67168e+006,0,0,0,0,0,0,0,18063                         ,0,6.89458e+006,0,0,0,0,0,0507.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,605,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,Kaufman                       ,47010,0,0,0,0,0,0,0,18063,257006                        ,18044                         ,25744                         ,2.70325e+006,0,0,0,0,0,0,0,18063                         ,0,6.88624e+006,0,0,0,0,0,0507.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,605,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,Kaufman                       ,47011,0,0,0,0,0,0,0,18074,257009                        ,18074                         ,25774                         ,2.71095e+006,0,0,0,0,0,0,0,18074                         ,0,6.85702e+006,0,0,0,0,0,0512.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,608,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,Kaufman                       ,47017,0,0,0,0,0,0,0,18083,257009                        ,18081                         ,25781                         ,2.71213e+006,0,0,0,0,0,0,0,18083                         ,0,6.84269e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,Kaufman                       ,18088,0,0,0,8.20123,0,0,6435,18088,257008                        ,18087                         ,25787                         ,2.71064e+006,513,0,0,0,0,0,0,18088                         ,223.925,6.82256e+006,0,0,0,0,0,0513.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,9.75417e+006,14768.6,609,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,External                      ,21041,0,0,0,9.89267,0,0,2143,0,       l                      ,       l                      ,       l                      ,2.70843e+006,171.873,0,0,0,0,0,1,       l                      ,580.551,6.8192e+006,0,0,0,0,0,                              ,30,Other Dist                    ,2,District 2                    ,0,0,2.52888e+007,15660.6,941,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,Kaufman                       ,47016,0,0,0,0,0,0,5770,18062,257005                        ,18060                         ,25760                         ,2.65237e+006,510,0,0,0,0,0,0,18062                         ,1148.65,6.90713e+006,0,0,0,0,0,0510.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,5.0035e+007,30749.9,606,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,Kaufman                       ,47012,0,0,0,0,0,0,0,18063,257006                        ,18044                         ,25744                         ,2.67509e+006,0,0,0,0,0,0,0,18063                         ,0,6.914e+006,0,0,0,0,0,0507.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,605,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,Collin                        ,3040,0,0,0,0,0,0,0,3035,085011                        ,3040                          ,0850                          ,2.53959e+006,0,0.708525,0.708525,0,0,1,0,3035                          ,0,7.14065e+006,0,47,46,175,0.709273,0306.02                       ,26,Collin County Dist            ,2,District 2      st            ,3040,0,0,0,538,OtherIncorporated             ,0.000748314,0,NonAirport      d             ,4,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,29.326,21.495,22.4981,5.41694,13.8164,0.596474,49.0133,13.4129,1364,214.148,137.764,351.912,0,0,0,1577.17,0,0,0,0,0,1,50156
4701,Collin          d             ,3047,0,0,0,0,0,0,0,3046,085012          d             ,3047            d             ,0857            d             ,2.54297e+006,0,1.16857,1.16857,0,0,1,0,3046            d             ,0,7.13797e+006,0,47,46,175,1.17376,0307.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3047,0,0,0,542,OtherIncorporated             ,0.00518922,0,NonAirport      d             ,4,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,37.066,27.1682,28.4361,6.84663,17.4629,0.753901,61.9494,16.9529,1724,270.668,174.124,444.792,0,0,0,4583.15,0,0,0,0,0,1,33750
4759,Collin          d             ,3034,0,0,0,0,0,0,0,3036,085006          d             ,3034            d             ,0854            d             ,2.54763e+006,0,1.19548,1.19548,0,0,1,0,3036            d             ,0,7.14498e+006,0,55,64,413,1.21305,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3034,0,0,0,808,OtherIncorporated             ,0.017569,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,1.72,1.26071,1.31954,0.317709,0.810343,0.0349838,2.87468,0.78668,80,12.56,8.08,20.64,0,0,0,625.98,0,0,0,0,0,1,60573
4815,Collin          d             ,40325,0,0,0,8.08205,0,0,0,3051,085012          d             ,3055            d             ,0855            d             ,2.54701e+006,0,1.01535,1.01535,0,0,1,0,3051            d             ,0,7.13424e+006,0,47,46,175,1.0157,0309.00         d             ,26,Collin County Dist            ,2,District 2      st            ,40325,0,0,0,546,OtherIncorporated             ,0.000357084,0,NonAirport      d             ,4,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,14.878,10.9051,11.414,2.74818,7.00947,0.30261,24.866,6.80478,692,108.644,69.892,178.536,0,0,0,4530.44,0,0,0,0,0,1,26360
4840,Collin          d             ,3032,0,0,0,0,0,0,0,3052,085006          d             ,3032            d             ,0852            d             ,2.55577e+006,0,8.84441,8.84441,0,0,1,0,3052            d             ,0,7.14241e+006,0,54,64,412,8.89785,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3032,0,0,0,804,OtherIncorporated             ,0.0534397,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,5.977,4.38096,4.5854,1.10404,2.81594,0.121569,9.98952,2.73371,278,43.646,28.078,71.724,0,0,0,4583.89,0,0,0,0,0,1,53482
4567,Collin          d             ,3031,0,0,0,11.6773,0,0,0,3034,085003          d             ,3031            d             ,0851            d             ,2.54261e+006,0,5.83813,5.83813,0,0,1,0,3034            d             ,0,7.15024e+006,0,55,63,413,5.87989,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3031,0,0,0,805,OtherIncorporated             ,0.041757,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,2.2575,1.65468,1.73189,0.416993,1.06358,0.0459163,3.77302,1.03252,105,16.485,10.605,27.09,0,0,0,1257.38,0,0,0,0,0,1,60573
4892,Collin          d             ,41124,0,0,0,0,0,0,0,3026,085004          d             ,3025            d             ,0855            d             ,2.55719e+006,0,10.0775,10.0775,0,0,1,0,3026            d             ,0,7.16471e+006,0,55,64,413,10.214,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,41124,0,0,0,808,OtherIncorporated             ,0.136532,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,7.5035,5.49983,5.75649,1.38601,3.53512,0.152617,12.5408,3.43189,349,54.793,35.249,90.042,0,0,0,17938.5,0,0,0,0,0,1,57379
4968,Collin          d             ,3023,0,0,0,0,0,0,0,3027,085006          d             ,3023            d             ,0853            d             ,2.57897e+006,0,12.2236,12.2236,0,0,1,0,3027            d             ,0,7.15883e+006,0,54,64,412,12.4493,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3023,0,0,0,804,OtherIncorporated             ,0.225737,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,2.924,2.1432,2.24322,0.540105,1.37758,0.0594725,4.88696,1.33736,136,21.352,13.736,35.088,0,0,0,1754.25,0,0,0,0,0,1,53482
4843,Collin          d             ,40072,0,0,0,5.65323,0,0,0,3084,085012          d             ,3057            d             ,0857            d             ,2.54947e+006,0,1.07828,1.07828,0,0,1,0,3084            d             ,0,7.13125e+006,0,47,46,175,1.08088,0309.00         d             ,26,Collin County Dist            ,2,District 2      st            ,40072,0,0,0,546,OtherIncorporated             ,0.00260033,0,NonAirport      d             ,4,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.5805,0.425489,0.445344,0.107227,0.273491,0.011807,0.970205,0.265504,27,4.239,2.727,6.966,0,0,0,383.18,0,0,0,0,0,1,26360
4486,Collin          d             ,3013,0,0,0,0,0,0,0,3020,085003          d             ,3013            d             ,0853            d             ,2.54006e+006,0,20.4207,20.4207,0,0,1,0,3020            d             ,0,7.1684e+006,0,55,63,413,20.6728,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3013,0,0,0,805,OtherIncorporated             ,0.252095,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,4.773,3.49846,3.66172,0.881642,2.2487,0.0970801,7.97725,2.18304,222,34.854,22.422,57.276,0,0,0,4103.09,0,0,0,0,0,1,60573
4917,Collin          d             ,3005,0,0,0,0,0,0,0,3005,085004          d             ,3005            d             ,0855            d             ,2.55825e+006,0,6.13135,6.13135,0,0,1,0,3005            d             ,0,7.1864e+006,0,55,64,413,6.13851,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3005,0,0,0,807,OtherIncorporated             ,0.00716396,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,3.5045,2.56869,2.68856,0.647332,1.65107,0.0712795,5.85717,1.60286,163,25.591,16.463,42.054,0,0,0,10743,0,0,0,0,0,1,48095
4970,Collin          d             ,3019,0,0,0,0,0,0,0,3021,085004          d             ,3019            d             ,0859            d             ,2.57007e+006,0,7.86906,7.86906,0,0,1,0,3021            d             ,0,7.16955e+006,0,55,64,413,7.93056,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3019,0,0,0,808,OtherIncorporated             ,0.0614978,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,2.3865,1.74923,1.83086,0.440821,1.12435,0.04854,3.98862,1.09152,111,17.427,11.211,28.638,0,0,0,3866.22,0,0,0,0,0,1,48166
4992,Collin          d             ,3011,0,0,0,0,0,0,0,3015,085004          d             ,3011            d             ,0851            d             ,2.57522e+006,0,6.5786,6.5786,0,0,1,0,3015            d             ,0,7.17973e+006,0,55,64,413,6.60816,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3011,0,0,0,807,OtherIncorporated             ,0.0295683,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,3.6335,2.66324,2.78753,0.67116,1.71185,0.0739033,6.07277,1.66186,169,26.533,17.069,43.602,0,0,0,2895.77,0,0,0,0,0,1,48095
4879,Collin          d             ,3106,0,0,0,0,0,0,0,3136,085026          d             ,3106            d             ,0856            d             ,2.56663e+006,0,6.55099,6.55099,0,0,1,0,3136            d             ,0,7.11664e+006,0,54,66,411,6.56907,0310.01         d             ,26,Collin County Dist            ,2,District 2      st            ,3106,0,0,0,798,OtherIncorporated             ,0.0180785,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.5375,0.393971,0.412356,0.0992841,0.253232,0.0109324,0.898338,0.245837,25,3.925,2.525,6.45,0,0,0,6924.14,0,0,0,0,0,1,53179
4134,Collin          d             ,3028,0,0,0,0,0,0,0,3025,085010          d             ,3028            d             ,0858            d             ,2.52032e+006,0,13.1106,13.1106,0,0,1,0,3025            d             ,0,7.15372e+006,0,55,63,414,13.354,0303.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3028,0,0,0,813,OtherIncorporated             ,0.243389,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,3.6765,2.69476,2.82051,0.679103,1.73211,0.0747779,6.14463,1.68153,171,26.847,17.271,44.118,0,0,0,1321.68,0,0,0,0,0,1,85000
4296,Collin          d             ,3017,0,0,0,0,0,0,0,3019,085003          d             ,3017            d             ,0857            d             ,2.52594e+006,0,5.89362,5.89362,0,0,1,0,3019            d             ,0,7.16884e+006,0,55,63,413,5.99027,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3017,0,0,0,805,OtherIncorporated             ,0.0966445,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,2.3865,1.74923,1.83086,0.440821,1.12435,0.04854,3.98862,1.09152,111,17.427,11.211,28.638,0,0,0,720.66,0,0,0,0,0,1,60573
4152,Collin          d             ,3003,0,0,0,0,0,0,0,3003,085003          d             ,3003            d             ,0853            d             ,2.52389e+006,0,15.7092,15.7092,0,0,1,0,3003            d             ,0,7.18914e+006,0,55,63,413,16.0123,0302.00         d             ,26,Collin County Dist            ,2,District 2      st            ,3003,0,0,0,806,OtherIncorporated             ,0.30309,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,1.72,1.26071,1.31954,0.317709,0.810343,0.0349838,2.87468,0.78668,80,12.56,8.08,20.64,0,0,0,1659.64,0,0,0,0,0,1,60573
